measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Spain,Male,30 to 34,Road injuries,Number,2016,116.66846091224119,134.88129512038523,99.71957028931267
Deaths,Spain,Female,30 to 34,Road injuries,Number,2016,20.51938306620595,24.8594014211714,16.95529837450795
Deaths,Spain,Male,35 to 39,Road injuries,Number,2016,134.72254481817683,157.36916362836425,113.02665956729118
Deaths,Spain,Female,35 to 39,Road injuries,Number,2016,25.787094918670388,31.253767786128538,20.963999910218888
Deaths,Spain,Male,40 to 44,Road injuries,Number,2016,153.33424639486987,178.83636433840445,130.10840335068139
Deaths,Spain,Female,40 to 44,Road injuries,Number,2016,29.662800928904495,35.68519658016219,24.20008153166546
Deaths,Spain,Male,45 to 49,Road injuries,Number,2016,156.2087378147144,183.83807189094546,130.6554037089234
Deaths,Spain,Female,45 to 49,Road injuries,Number,2016,31.982553774972615,38.35237726627259,25.908846136856003
Deaths,Spain,Male,50 to 54,Road injuries,Number,2016,138.37081735350313,160.8297561733456,117.23621166045692
Deaths,Spain,Female,50 to 54,Road injuries,Number,2016,38.53866119212473,46.02518437528012,32.41752003743686
Deaths,Spain,Male,55 to 59,Road injuries,Number,2016,126.18110654982952,145.92298981442656,107.25713101904827
Deaths,Spain,Female,55 to 59,Road injuries,Number,2016,37.78496778332159,45.353505969442075,30.900752287000504
Deaths,Spain,Male,60 to 64,Road injuries,Number,2016,104.69266040086806,122.43625227240572,89.41938514681121
Deaths,Spain,Female,60 to 64,Road injuries,Number,2016,35.58852503265205,42.036677721885574,29.596652490442917
Deaths,Spain,Male,65 to 69,Road injuries,Number,2016,98.87544659155975,114.45014782638187,84.69783596075136
Deaths,Spain,Female,65 to 69,Road injuries,Number,2016,45.9324027459445,54.96304358845293,37.698223308746485
Deaths,Spain,Male,70 to 74,Road injuries,Number,2016,101.46110238727987,119.85249132294581,85.44842224351137
Deaths,Spain,Female,70 to 74,Road injuries,Number,2016,50.45198221835937,62.194950953955946,41.079318413245836
Deaths,Spain,Male,75 to 79,Road injuries,Number,2016,106.23640275183642,125.53552200477658,87.43195995790283
Deaths,Spain,Female,75 to 79,Road injuries,Number,2016,59.4355656642244,73.28336330191883,46.38705418755561
Deaths,Spain,Male,80 plus,Road injuries,Number,2016,235.7876787354814,268.80296550108125,199.40945315162637
Deaths,Spain,Female,80 plus,Road injuries,Number,2016,157.8103210024898,188.48697879755602,122.48574513095676
Deaths,Spain,Male,All Ages,Road injuries,Number,2016,1798.7635320226225,1891.2207311715513,1704.4534566629163
Deaths,Spain,Female,All Ages,Road injuries,Number,2016,636.1894874301545,683.742618194374,582.4614482788973
Deaths,Ukraine,Male,20 to 24,Road injuries,Number,2015,803.7480543630409,936.7705456547116,633.7284742433418
Deaths,Ukraine,Female,20 to 24,Road injuries,Number,2015,141.33053260464845,166.72877261095175,116.93734579203198
Deaths,Ukraine,Male,25 to 29,Road injuries,Number,2015,877.956809761175,1017.2376368608387,694.5056059622043
Deaths,Ukraine,Female,25 to 29,Road injuries,Number,2015,131.97398115086324,157.39046573053574,111.09303505623582
Deaths,Ukraine,Male,30 to 34,Road injuries,Number,2015,770.1970591135968,894.0815340647151,617.2921467849509
Deaths,Ukraine,Female,30 to 34,Road injuries,Number,2015,127.13904902179792,147.96546908789392,105.20347892672201
Deaths,Ukraine,Male,35 to 39,Road injuries,Number,2015,673.4525495302014,793.397802477036,545.4501783509415
Deaths,Ukraine,Female,35 to 39,Road injuries,Number,2015,128.15004507566533,150.9800960342632,107.186509274709
Deaths,Ukraine,Male,40 to 44,Road injuries,Number,2015,579.8521563815549,681.2137079465087,467.84096055147364
Deaths,Ukraine,Female,40 to 44,Road injuries,Number,2015,113.73046565095814,132.9107100496102,95.15283908565166
Deaths,Ukraine,Male,45 to 49,Road injuries,Number,2015,462.73457838802506,534.1048465975448,386.55585016203776
Deaths,Ukraine,Female,45 to 49,Road injuries,Number,2015,97.66141343358731,112.22031193175278,83.233239817751
Deaths,Ukraine,Male,50 to 54,Road injuries,Number,2015,423.96097446164606,484.26846505728827,361.3915364432498
Deaths,Ukraine,Female,50 to 54,Road injuries,Number,2015,110.75964568636228,127.12797463943107,95.72276297014442
Deaths,Ukraine,Male,55 to 59,Road injuries,Number,2015,361.5180506135127,410.55128308896116,315.51564469038414
Deaths,Ukraine,Female,55 to 59,Road injuries,Number,2015,106.59247288511048,124.1093373790206,90.89209729927084
Deaths,Ukraine,Male,60 to 64,Road injuries,Number,2015,257.24990344916284,290.9545735689336,226.15328492829929
Deaths,Ukraine,Female,60 to 64,Road injuries,Number,2015,97.88780788262663,111.21886882792265,85.21267161150651
Deaths,Ukraine,Male,65 to 69,Road injuries,Number,2015,162.77267119584167,183.47459010107795,142.93929127354764
Deaths,Ukraine,Female,65 to 69,Road injuries,Number,2015,81.70441667423623,93.14674837111198,70.48336897938655
Deaths,Ukraine,Male,70 to 74,Road injuries,Number,2015,97.93607177784533,112.9249206917535,83.92279723301654
Deaths,Ukraine,Female,70 to 74,Road injuries,Number,2015,68.63217003474614,80.09149455378174,58.37019808943949
Deaths,Ukraine,Male,75 to 79,Road injuries,Number,2015,112.28412181918618,128.74822719093314,96.39683286083101
Deaths,Ukraine,Female,75 to 79,Road injuries,Number,2015,99.9206797858553,115.7252035891073,85.30024475677654
Deaths,Ukraine,Male,80 plus,Road injuries,Number,2015,71.73626394666806,82.19251242423566,62.75718655873621
Deaths,Ukraine,Female,80 plus,Road injuries,Number,2015,81.67179805735947,93.38855443086193,70.05762495921576
Deaths,Ukraine,Male,All Ages,Road injuries,Number,2015,6192.826308109907,6601.106387694863,5266.396078820307
Deaths,Ukraine,Female,All Ages,Road injuries,Number,2015,1610.6382700713307,1701.6023935411788,1485.846286850653
Deaths,Denmark,Male,20 to 24,Road injuries,Number,2016,22.518632734567934,26.141259009372828,18.888954898031788
Deaths,Denmark,Female,20 to 24,Road injuries,Number,2016,6.4403494514762585,8.096936547898466,4.771659526834263
Deaths,Denmark,Male,25 to 29,Road injuries,Number,2016,14.243150696647254,17.18080235192788,11.749405863032361
Deaths,Denmark,Female,25 to 29,Road injuries,Number,2016,3.12968230500043,3.9457648651367596,2.4060988953439524
Deaths,Denmark,Male,30 to 34,Road injuries,Number,2016,10.043544956163958,12.341123637004483,8.009053767721412
Deaths,Denmark,Female,30 to 34,Road injuries,Number,2016,2.53180131394378,3.2574080247031962,1.9523791016591698
Deaths,Denmark,Male,35 to 39,Road injuries,Number,2016,9.756351064168232,12.027640874553068,7.604982307272953
Deaths,Denmark,Female,35 to 39,Road injuries,Number,2016,2.5570386049491005,3.247068365335286,1.9153863422648576
Deaths,Denmark,Male,40 to 44,Road injuries,Number,2016,9.562803917723986,11.811030436112196,7.679660617549319
Deaths,Denmark,Female,40 to 44,Road injuries,Number,2016,2.9260185658590743,3.7027091654462594,2.2669325274292285
Deaths,Denmark,Male,45 to 49,Road injuries,Number,2016,11.379743974647692,14.256116862542095,9.248616378312546
Deaths,Denmark,Female,45 to 49,Road injuries,Number,2016,3.522383124241305,4.5416751864678275,2.7005648038073415
Deaths,Denmark,Male,50 to 54,Road injuries,Number,2016,12.06742153477172,15.130542996394745,9.683970737290169
Deaths,Denmark,Female,50 to 54,Road injuries,Number,2016,3.8597254575493656,4.909354435061796,3.023543986050564
Deaths,Denmark,Male,55 to 59,Road injuries,Number,2016,11.70008904042426,14.293717264740458,9.483024627403028
Deaths,Denmark,Female,55 to 59,Road injuries,Number,2016,3.9032197834652904,5.02083939485772,2.9480317282468436
Deaths,Denmark,Male,60 to 64,Road injuries,Number,2016,10.967428261833033,13.097482064686838,9.067200589035682
Deaths,Denmark,Female,60 to 64,Road injuries,Number,2016,5.292707338185815,6.57669897908794,4.163426394015066
Deaths,Denmark,Male,65 to 69,Road injuries,Number,2016,12.071070367442937,14.546247791180573,9.985734546211528
Deaths,Denmark,Female,65 to 69,Road injuries,Number,2016,6.499383410666641,8.014756063677313,5.177514553017572
Deaths,Denmark,Male,70 to 74,Road injuries,Number,2016,14.132274021701333,17.383551388608176,11.534104998922027
Deaths,Denmark,Female,70 to 74,Road injuries,Number,2016,8.09815055417672,10.27102874684106,6.183515487314905
Deaths,Denmark,Male,75 to 79,Road injuries,Number,2016,12.833320010876928,15.708611838781554,10.295296986527793
Deaths,Denmark,Female,75 to 79,Road injuries,Number,2016,8.75282430529081,11.1040598546985,6.852166378882119
Deaths,Denmark,Male,80 plus,Road injuries,Number,2016,24.436498899005134,28.609073862107902,20.65808734765928
Deaths,Denmark,Female,80 plus,Road injuries,Number,2016,16.646974756395405,19.979421530059383,13.307148630463656
Deaths,Denmark,Male,All Ages,Road injuries,Number,2016,190.3073786923024,204.62570762988085,178.7667573340453
Deaths,Denmark,Female,All Ages,Road injuries,Number,2016,84.65524873668507,92.33270326281786,77.82503871466203
Deaths,Poland,Male,20 to 24,Road injuries,Number,2015,318.51428932520037,332.0798691779155,303.1042381925513
Deaths,Poland,Female,20 to 24,Road injuries,Number,2015,60.95799882620527,64.64637261151718,57.46769713879541
Deaths,Poland,Male,25 to 29,Road injuries,Number,2015,291.701887591529,306.12383427967535,277.72600898728757
Deaths,Poland,Female,25 to 29,Road injuries,Number,2015,45.25149120160986,48.51057451045383,41.976500470052066
Deaths,Poland,Male,30 to 34,Road injuries,Number,2015,278.9109242426801,295.4535206805519,263.8652929735768
Deaths,Poland,Female,30 to 34,Road injuries,Number,2015,45.53353666547143,49.587497105185875,41.93780145235829
Deaths,Poland,Male,35 to 39,Road injuries,Number,2015,254.27684295537026,271.31233479751154,238.00583757895302
Deaths,Poland,Female,35 to 39,Road injuries,Number,2015,47.793251554336486,51.98320718059146,44.12837136954419
Deaths,Poland,Male,40 to 44,Road injuries,Number,2015,231.29326876462548,248.683307814643,217.28469104230564
Deaths,Poland,Female,40 to 44,Road injuries,Number,2015,46.87621196159697,51.79811383474238,42.876859767761296
Deaths,Poland,Male,45 to 49,Road injuries,Number,2015,229.62478074903723,245.98656301800625,215.2299103235576
Deaths,Poland,Female,45 to 49,Road injuries,Number,2015,44.93913403971585,49.33019497829079,41.47275875346222
Deaths,Poland,Male,50 to 54,Road injuries,Number,2015,258.5632401954067,276.74758082224093,243.45149967425877
Deaths,Poland,Female,50 to 54,Road injuries,Number,2015,51.71312475487214,56.06316959482076,48.292559992904266
Deaths,Poland,Male,55 to 59,Road injuries,Number,2015,287.77618053061434,306.3188979388279,272.8023086651683
Deaths,Poland,Female,55 to 59,Road injuries,Number,2015,71.70244866488271,77.10970542544048,66.76747299809367
Deaths,Poland,Male,60 to 64,Road injuries,Number,2015,255.60985131735677,270.1652362632945,242.619158369574
Deaths,Poland,Female,60 to 64,Road injuries,Number,2015,75.0587963708149,80.50073717387117,70.04377039024678
Deaths,Poland,Male,65 to 69,Road injuries,Number,2015,180.53285458968938,190.19248705870265,171.8476063154291
Deaths,Poland,Female,65 to 69,Road injuries,Number,2015,75.34832267531337,80.8581304253855,70.23349956582955
Deaths,Poland,Male,70 to 74,Road injuries,Number,2015,104.08059249190346,111.64198960474364,97.25387285730888
Deaths,Poland,Female,70 to 74,Road injuries,Number,2015,64.30254095911057,70.78234512929599,58.63916145383194
Deaths,Poland,Male,75 to 79,Road injuries,Number,2015,101.67428501372989,108.67510617730116,94.24766136209414
Deaths,Poland,Female,75 to 79,Road injuries,Number,2015,82.61216873553751,90.96534836882051,73.8915622848735
Deaths,Poland,Male,80 plus,Road injuries,Number,2015,131.96039554560377,142.9724026653349,115.32174628214844
Deaths,Poland,Female,80 plus,Road injuries,Number,2015,133.31073156978022,146.65326235344594,111.19325895223626
Deaths,Poland,Male,All Ages,Road injuries,Number,2015,3131.099254209454,3220.6103473178287,3052.8363242093556
Deaths,Poland,Female,All Ages,Road injuries,Number,2015,944.1783870488705,997.5742469053293,900.1923849174308
Deaths,Portugal,Male,20 to 24,Road injuries,Number,2016,44.831271381215366,50.998879123511564,38.715316826455336
Deaths,Portugal,Female,20 to 24,Road injuries,Number,2016,7.89560076211578,9.733618330943065,6.292079109563312
Deaths,Portugal,Male,25 to 29,Road injuries,Number,2016,42.80313919194176,49.221742799297786,36.678802005064476
Deaths,Portugal,Female,25 to 29,Road injuries,Number,2016,4.676251791814654,5.974744525479446,3.590605435388238
Deaths,Portugal,Male,30 to 34,Road injuries,Number,2016,27.96140141721934,33.39282710777212,23.066344089986107
Deaths,Portugal,Female,30 to 34,Road injuries,Number,2016,5.899662620733001,7.410988875251713,4.667779559723117
Deaths,Portugal,Male,35 to 39,Road injuries,Number,2016,35.32666527953865,43.031122768897475,29.080492563740815
Deaths,Portugal,Female,35 to 39,Road injuries,Number,2016,9.293178265095072,11.533326473846666,7.267616756989554
Deaths,Portugal,Male,40 to 44,Road injuries,Number,2016,45.969927530000795,54.504690825095466,38.32960561790027
Deaths,Portugal,Female,40 to 44,Road injuries,Number,2016,10.002703941501101,12.462773431620814,7.754738344916658
Deaths,Portugal,Male,45 to 49,Road injuries,Number,2016,47.80960532640372,57.2256527010485,39.68902082834371
Deaths,Portugal,Female,45 to 49,Road injuries,Number,2016,12.168104355719949,15.12565212657762,9.769391278148357
Deaths,Portugal,Male,50 to 54,Road injuries,Number,2016,54.009097779242865,63.812537171446515,45.26046893975299
Deaths,Portugal,Female,50 to 54,Road injuries,Number,2016,12.597771216421846,15.529786151906277,10.116865321875284
Deaths,Portugal,Male,55 to 59,Road injuries,Number,2016,50.71028579197046,59.95371226195501,42.591815603952384
Deaths,Portugal,Female,55 to 59,Road injuries,Number,2016,13.228218087506121,16.34440342420563,10.487071082169443
Deaths,Portugal,Male,60 to 64,Road injuries,Number,2016,49.94061993622198,58.901479482608714,42.43276628325069
Deaths,Portugal,Female,60 to 64,Road injuries,Number,2016,15.397629463403813,18.590895659957464,12.478004949394043
Deaths,Portugal,Male,65 to 69,Road injuries,Number,2016,47.16615916016264,54.658216663423936,39.978866002810236
Deaths,Portugal,Female,65 to 69,Road injuries,Number,2016,18.10167956321692,21.75222495288188,14.610657979835551
Deaths,Portugal,Male,70 to 74,Road injuries,Number,2016,47.95560467181937,57.69406386752723,40.189827246607514
Deaths,Portugal,Female,70 to 74,Road injuries,Number,2016,20.785884260989473,25.923533336569786,16.62616686068902
Deaths,Portugal,Male,75 to 79,Road injuries,Number,2016,53.235789317951614,64.13782864235469,43.61671677892445
Deaths,Portugal,Female,75 to 79,Road injuries,Number,2016,26.792064051614258,33.48008051270562,21.356060205035128
Deaths,Portugal,Male,80 plus,Road injuries,Number,2016,90.90965059111943,105.29536158996673,76.67216248360269
Deaths,Portugal,Female,80 plus,Road injuries,Number,2016,63.99398083778469,74.67644390203765,51.52840423894698
Deaths,Portugal,Male,All Ages,Road injuries,Number,2016,672.9441874645454,709.0112041081902,638.5152798727418
Deaths,Portugal,Female,All Ages,Road injuries,Number,2016,234.6671988499069,255.95811428805072,214.3927694760423
Deaths,Finland,Male,20 to 24,Road injuries,Number,2016,17.34485481124449,20.81177345534865,14.21824616819788
Deaths,Finland,Female,20 to 24,Road injuries,Number,2016,4.050998572578006,5.299998516124947,3.059155249010538
Deaths,Finland,Male,25 to 29,Road injuries,Number,2016,12.049320674004194,15.06673492575675,9.373955938086779
Deaths,Finland,Female,25 to 29,Road injuries,Number,2016,2.979514512239043,3.8378698780681533,2.2780266092970405
Deaths,Finland,Male,30 to 34,Road injuries,Number,2016,9.229301575749178,11.537213094537805,7.186648775805824
Deaths,Finland,Female,30 to 34,Road injuries,Number,2016,2.4282510488500493,3.143332726066048,1.815837918577748
Deaths,Finland,Male,35 to 39,Road injuries,Number,2016,9.087070441450098,11.682726556163773,6.912880485264189
Deaths,Finland,Female,35 to 39,Road injuries,Number,2016,2.0391936978630043,2.6716745075660975,1.5386450191308207
Deaths,Finland,Male,40 to 44,Road injuries,Number,2016,8.025949429582374,9.985293192044155,6.284630217258169
Deaths,Finland,Female,40 to 44,Road injuries,Number,2016,2.034693403659931,2.6806156320680747,1.5668739512828975
Deaths,Finland,Male,45 to 49,Road injuries,Number,2016,11.256774285285143,13.855062258306925,8.871812583646577
Deaths,Finland,Female,45 to 49,Road injuries,Number,2016,3.0641921016434934,3.9215788659009774,2.3445147525950967
Deaths,Finland,Male,50 to 54,Road injuries,Number,2016,10.164230366297886,12.771560648688611,8.058585871003986
Deaths,Finland,Female,50 to 54,Road injuries,Number,2016,3.245583538475409,4.0888830180212405,2.542747296355674
Deaths,Finland,Male,55 to 59,Road injuries,Number,2016,13.052957653774822,16.086289617503013,10.446566650016688
Deaths,Finland,Female,55 to 59,Road injuries,Number,2016,3.73416479838937,4.791627604985948,2.920320152656568
Deaths,Finland,Male,60 to 64,Road injuries,Number,2016,14.517596324721403,17.67139975090551,11.71321016657419
Deaths,Finland,Female,60 to 64,Road injuries,Number,2016,4.831895460842381,5.943380244766794,3.827608575018437
Deaths,Finland,Male,65 to 69,Road injuries,Number,2016,15.655958177383358,19.203806703314974,12.690017228070895
Deaths,Finland,Female,65 to 69,Road injuries,Number,2016,7.318128423607728,9.038595844367386,5.869455539918876
Deaths,Finland,Male,70 to 74,Road injuries,Number,2016,14.308401602208248,17.509126297423645,11.511909413354752
Deaths,Finland,Female,70 to 74,Road injuries,Number,2016,6.636172361964158,8.550185634940636,5.024310675741726
Deaths,Finland,Male,75 to 79,Road injuries,Number,2016,12.992456433425069,16.15857432807464,10.447739439590478
Deaths,Finland,Female,75 to 79,Road injuries,Number,2016,7.542944343625988,9.359326006267958,5.918661906616218
Deaths,Finland,Male,80 plus,Road injuries,Number,2016,22.14502755915259,25.66904739726715,18.58611111083638
Deaths,Finland,Female,80 plus,Road injuries,Number,2016,12.23001730200708,14.5218780815114,9.662028110801451
Deaths,Finland,Male,All Ages,Road injuries,Number,2016,188.67875364956444,201.50231164870135,177.23847138598478
Deaths,Finland,Female,All Ages,Road injuries,Number,2016,71.21670270560608,77.61307548321808,65.56837693600409
Deaths,Norway,Male,20 to 24,Road injuries,Number,2016,14.815467227479896,15.892378629554324,13.669495494170894
Deaths,Norway,Female,20 to 24,Road injuries,Number,2016,2.7276789354129307,2.9806526282638854,2.4934896317398065
Deaths,Norway,Male,25 to 29,Road injuries,Number,2016,10.319256209848804,11.210984322456218,9.484841664148872
Deaths,Norway,Female,25 to 29,Road injuries,Number,2016,2.250685221404391,2.4642194580360455,2.0590058171225496
Deaths,Norway,Male,30 to 34,Road injuries,Number,2016,8.281328469195271,8.95630644573529,7.6087714116408005
Deaths,Norway,Female,30 to 34,Road injuries,Number,2016,2.095763284498189,2.305135163184311,1.925445676777124
Deaths,Norway,Male,35 to 39,Road injuries,Number,2016,8.479805238159138,9.262622103988843,7.7215533838953245
Deaths,Norway,Female,35 to 39,Road injuries,Number,2016,2.0946353636531527,2.3203039897974773,1.9124188407330602
Deaths,Norway,Male,40 to 44,Road injuries,Number,2016,7.466234147889294,8.136568206769988,6.837679364980455
Deaths,Norway,Female,40 to 44,Road injuries,Number,2016,2.0218692511655743,2.1918854263279,1.8602225060164517
Deaths,Norway,Male,45 to 49,Road injuries,Number,2016,8.770290639636672,9.56101468921769,8.002217293553727
Deaths,Norway,Female,45 to 49,Road injuries,Number,2016,2.600546411890617,2.8436171599766107,2.393802905210194
Deaths,Norway,Male,50 to 54,Road injuries,Number,2016,8.736283056992946,9.52927728123409,8.069523534432737
Deaths,Norway,Female,50 to 54,Road injuries,Number,2016,2.735040100557119,2.96547280300677,2.5221225386162547
Deaths,Norway,Male,55 to 59,Road injuries,Number,2016,8.21969401072501,8.870724724667054,7.630050664492028
Deaths,Norway,Female,55 to 59,Road injuries,Number,2016,3.078622728846028,3.351528830268558,2.8396687805211456
Deaths,Norway,Male,60 to 64,Road injuries,Number,2016,7.884489502405317,8.527484154787249,7.345843689957672
Deaths,Norway,Female,60 to 64,Road injuries,Number,2016,3.238767448069661,3.5217220726132963,2.9859399873742234
Deaths,Norway,Male,65 to 69,Road injuries,Number,2016,8.897387788974758,9.550266674600941,8.283778935957338
Deaths,Norway,Female,65 to 69,Road injuries,Number,2016,4.384662242048679,4.800146294037162,4.037881562362824
Deaths,Norway,Male,70 to 74,Road injuries,Number,2016,8.51761994093706,9.19167368183615,7.908280473526741
Deaths,Norway,Female,70 to 74,Road injuries,Number,2016,4.006637841928433,4.457370721958265,3.6183921353232824
Deaths,Norway,Male,75 to 79,Road injuries,Number,2016,7.989178906268587,8.622025822065869,7.34378508928155
Deaths,Norway,Female,75 to 79,Road injuries,Number,2016,4.956855401561626,5.533878038613876,4.385678768669485
Deaths,Norway,Male,80 plus,Road injuries,Number,2016,16.740325205544252,18.098694886116895,14.741029126150279
Deaths,Norway,Female,80 plus,Road injuries,Number,2016,10.810396098251603,11.997608164765493,8.78611888266613
Deaths,Norway,Male,All Ages,Road injuries,Number,2016,140.40111531561232,146.22080074554594,134.5207998498656
Deaths,Norway,Female,All Ages,Road injuries,Number,2016,53.29219509799665,57.01833146594189,49.67842043303199
Deaths,Denmark,Male,20 to 24,Road injuries,Number,2015,20.369913247732363,23.400031569093642,17.279832875884235
Deaths,Denmark,Female,20 to 24,Road injuries,Number,2015,5.551310351129173,6.970914342615985,4.2855334223447015
Deaths,Denmark,Male,25 to 29,Road injuries,Number,2015,12.864873882668832,15.443113431682388,10.65572264293691
Deaths,Denmark,Female,25 to 29,Road injuries,Number,2015,2.6115737112003066,3.2784624779872966,2.016590874425229
Deaths,Denmark,Male,30 to 34,Road injuries,Number,2015,9.87067891326931,12.017839171575735,7.921836378484883
Deaths,Denmark,Female,30 to 34,Road injuries,Number,2015,2.46459243436015,3.143917561484179,1.9065060719878038
Deaths,Denmark,Male,35 to 39,Road injuries,Number,2015,9.805930027627229,12.167690956677516,7.737365781506678
Deaths,Denmark,Female,35 to 39,Road injuries,Number,2015,2.533772839173028,3.25429325794856,1.8832719216597245
Deaths,Denmark,Male,40 to 44,Road injuries,Number,2015,9.337716240082685,11.427706840324012,7.52363350978672
Deaths,Denmark,Female,40 to 44,Road injuries,Number,2015,2.895251302822797,3.665813794849257,2.2638128754799327
Deaths,Denmark,Male,45 to 49,Road injuries,Number,2015,11.585492547563032,14.292259901406393,9.4574342634207
Deaths,Denmark,Female,45 to 49,Road injuries,Number,2015,3.56096391177934,4.581202879242719,2.748573375873512
Deaths,Denmark,Male,50 to 54,Road injuries,Number,2015,12.091449682142391,15.066416856238856,9.779941113872072
Deaths,Denmark,Female,50 to 54,Road injuries,Number,2015,3.681467893165688,4.674406009648392,2.8841692159731593
Deaths,Denmark,Male,55 to 59,Road injuries,Number,2015,11.118640090116818,13.577998952892909,9.102578672605677
Deaths,Denmark,Female,55 to 59,Road injuries,Number,2015,3.8202928925192947,4.85836948904425,2.9138375340689535
Deaths,Denmark,Male,60 to 64,Road injuries,Number,2015,10.619309675259522,12.654885925401052,8.808719396263587
Deaths,Denmark,Female,60 to 64,Road injuries,Number,2015,5.2052936565740495,6.447460356398935,4.161245963317717
Deaths,Denmark,Male,65 to 69,Road injuries,Number,2015,11.924659904518178,14.306051009016251,9.91068291963636
Deaths,Denmark,Female,65 to 69,Road injuries,Number,2015,6.495780300628078,7.999861606477516,5.128059271634329
Deaths,Denmark,Male,70 to 74,Road injuries,Number,2015,12.979324332372364,15.763371094184375,10.656613799652831
Deaths,Denmark,Female,70 to 74,Road injuries,Number,2015,7.472285867157085,9.42433278458419,5.787600431318131
Deaths,Denmark,Male,75 to 79,Road injuries,Number,2015,12.263507723005922,14.95614582449941,9.93150724868032
Deaths,Denmark,Female,75 to 79,Road injuries,Number,2015,8.278891660924312,10.417026872417846,6.461496666004452
Deaths,Denmark,Male,80 plus,Road injuries,Number,2015,23.447382064677317,27.23591213016223,19.722954602419076
Deaths,Denmark,Female,80 plus,Road injuries,Number,2015,16.14152347401191,19.293714597629304,12.92147683733198
Deaths,Denmark,Male,All Ages,Road injuries,Number,2015,184.14597390107713,197.77960200948738,173.4224685439277
Deaths,Denmark,Female,All Ages,Road injuries,Number,2015,80.17730655036692,87.32271514017569,73.39593487688343
Deaths,North Macedonia,Male,20 to 24,Road injuries,Number,2016,11.803541515903829,14.549420567821329,9.125786843682254
Deaths,North Macedonia,Female,20 to 24,Road injuries,Number,2016,2.1155117586779446,2.8726124857205093,1.5092978037659228
Deaths,North Macedonia,Male,25 to 29,Road injuries,Number,2016,11.797246314210717,14.659143273829114,9.16123117180338
Deaths,North Macedonia,Female,25 to 29,Road injuries,Number,2016,1.999922911668707,2.709816389262109,1.4248661064301127
Deaths,North Macedonia,Male,30 to 34,Road injuries,Number,2016,9.693838317647659,12.218641107299282,7.280901419740729
Deaths,North Macedonia,Female,30 to 34,Road injuries,Number,2016,1.8898715339412129,2.523879788068231,1.3905965504418116
Deaths,North Macedonia,Male,35 to 39,Road injuries,Number,2016,12.420452443977283,16.660127914259558,8.511919461981371
Deaths,North Macedonia,Female,35 to 39,Road injuries,Number,2016,2.0847055058184254,2.8031106482809696,1.475758764806638
Deaths,North Macedonia,Male,40 to 44,Road injuries,Number,2016,9.495969911340081,12.586768753449922,6.6769920835856125
Deaths,North Macedonia,Female,40 to 44,Road injuries,Number,2016,1.8098596912578673,2.4825582486144886,1.2816956853240746
Deaths,North Macedonia,Male,45 to 49,Road injuries,Number,2016,10.360896457194519,13.488974172085516,7.491839846795722
Deaths,North Macedonia,Female,45 to 49,Road injuries,Number,2016,2.0006191476162987,2.6954543383533602,1.4329671830818165
Deaths,North Macedonia,Male,50 to 54,Road injuries,Number,2016,9.613767342100934,12.485608286634399,7.149637547281672
Deaths,North Macedonia,Female,50 to 54,Road injuries,Number,2016,2.060751679417944,2.7534983331726965,1.5095465429153503
Deaths,North Macedonia,Male,55 to 59,Road injuries,Number,2016,11.70565927264227,15.0105312518047,8.85680167056206
Deaths,North Macedonia,Female,55 to 59,Road injuries,Number,2016,2.927688194790703,3.89739808356185,2.11394613087218
Deaths,North Macedonia,Male,60 to 64,Road injuries,Number,2016,10.167637797994542,13.058104933994588,7.625476107369233
Deaths,North Macedonia,Female,60 to 64,Road injuries,Number,2016,2.8181409780641133,3.776449425204549,2.081152089030498
Deaths,North Macedonia,Male,65 to 69,Road injuries,Number,2016,8.919308627323193,11.48122696617579,6.609105918005398
Deaths,North Macedonia,Female,65 to 69,Road injuries,Number,2016,3.354691945046485,4.4810396813455995,2.4477958865837155
Deaths,North Macedonia,Male,70 to 74,Road injuries,Number,2016,6.562588227289249,8.846562163648308,4.8053302194848655
Deaths,North Macedonia,Female,70 to 74,Road injuries,Number,2016,2.464168921411779,3.4353583022554584,1.7351620111197115
Deaths,North Macedonia,Male,75 to 79,Road injuries,Number,2016,7.573883408766023,9.834714123199676,5.613609480584354
Deaths,North Macedonia,Female,75 to 79,Road injuries,Number,2016,3.1093703866924813,4.286917552246587,2.236897673114508
Deaths,North Macedonia,Male,80 plus,Road injuries,Number,2016,6.585428000879157,8.41180575238341,5.184986572382769
Deaths,North Macedonia,Female,80 plus,Road injuries,Number,2016,3.4400372355885787,4.449314205986513,2.6716124901411065
Deaths,North Macedonia,Male,All Ages,Road injuries,Number,2016,138.67987634836354,153.6917104775164,114.22857013230548
Deaths,North Macedonia,Female,All Ages,Road injuries,Number,2016,37.36142822402848,42.192437521210955,33.22802091531676
Deaths,Iceland,Male,20 to 24,Road injuries,Number,2016,1.1168829216392253,1.4193359676565567,0.8525745452521896
Deaths,Iceland,Female,20 to 24,Road injuries,Number,2016,0.3975109426264803,0.5010647198335021,0.3049058130253424
Deaths,Iceland,Male,25 to 29,Road injuries,Number,2016,0.690111198031779,0.9022103611875112,0.5042513428974554
Deaths,Iceland,Female,25 to 29,Road injuries,Number,2016,0.24955281566239437,0.32222059808063314,0.18781379935628348
Deaths,Iceland,Male,30 to 34,Road injuries,Number,2016,0.4900486657652123,0.6398337980939696,0.3647413099471048
