measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Czechia,Male,35 to 39,Road injuries,Number,2014,50.291796884858115,58.070594079042806,42.71120878866667
Deaths,Czechia,Female,35 to 39,Road injuries,Number,2014,10.596014323564992,12.969007536997111,8.53803974098208
Deaths,Czechia,Male,40 to 44,Road injuries,Number,2014,45.73798579261335,52.9646028551511,38.55234633696964
Deaths,Czechia,Female,40 to 44,Road injuries,Number,2014,11.360600293490702,13.74241337598614,9.186748884851115
Deaths,Czechia,Male,45 to 49,Road injuries,Number,2014,43.2338580210275,51.0227205665443,36.08392647630922
Deaths,Czechia,Female,45 to 49,Road injuries,Number,2014,11.755660686646962,14.291149472798764,9.269522168738959
Deaths,Czechia,Male,50 to 54,Road injuries,Number,2014,39.965976795601776,46.2334276473783,34.08101181114084
Deaths,Czechia,Female,50 to 54,Road injuries,Number,2014,12.012093248622767,14.717270223470594,9.659988118961932
Deaths,Czechia,Male,55 to 59,Road injuries,Number,2014,40.43181161482053,47.38875554382817,34.185350877662984
Deaths,Czechia,Female,55 to 59,Road injuries,Number,2014,12.63912237415688,15.579736515453245,10.240718540791438
Deaths,Czechia,Male,60 to 64,Road injuries,Number,2014,41.21895736855082,47.63481688208427,35.11776046825027
Deaths,Czechia,Female,60 to 64,Road injuries,Number,2014,14.84704114526513,18.09473132123497,12.112826650547305
Deaths,Czechia,Male,65 to 69,Road injuries,Number,2014,39.042590690382696,46.59523032537124,32.68161986612551
Deaths,Czechia,Female,65 to 69,Road injuries,Number,2014,17.9675402431224,21.89962419798341,14.141920688803635
Deaths,Czechia,Male,70 to 74,Road injuries,Number,2014,32.512251565410814,38.50613399811704,27.156333806288846
Deaths,Czechia,Female,70 to 74,Road injuries,Number,2014,18.29360872979029,22.940131815536457,14.587293861303047
Deaths,Czechia,Male,75 to 79,Road injuries,Number,2014,27.250245168718287,32.25270424016908,22.626040819673772
Deaths,Czechia,Female,75 to 79,Road injuries,Number,2014,18.231388329975303,22.13689415020071,14.805575946333622
Deaths,Czechia,Male,80 plus,Road injuries,Number,2014,37.31749521384516,43.09890747229725,31.93127979141788
Deaths,Czechia,Female,80 plus,Road injuries,Number,2014,39.10771726410124,45.68618016359946,32.25090219878494
Deaths,Czechia,Male,All Ages,Road injuries,Number,2014,585.4502258722027,611.8235133717154,556.6629338990248
Deaths,Czechia,Female,All Ages,Road injuries,Number,2014,218.58416154879976,233.31526511624364,203.36122600874256
Deaths,Republic of Moldova,Male,20 to 24,Road injuries,Number,2014,43.63831052267001,49.258566597888894,38.371672895451034
Deaths,Republic of Moldova,Female,20 to 24,Road injuries,Number,2014,7.10235683534479,8.732526799965363,5.744119499468395
Deaths,Republic of Moldova,Male,25 to 29,Road injuries,Number,2014,45.67525313241788,51.98793041050337,39.75545277996838
Deaths,Republic of Moldova,Female,25 to 29,Road injuries,Number,2014,6.760605212510456,8.352525134253762,5.3524867423284075
Deaths,Republic of Moldova,Male,30 to 34,Road injuries,Number,2014,31.948440443409577,37.094266189798844,27.34811709120952
Deaths,Republic of Moldova,Female,30 to 34,Road injuries,Number,2014,5.282275135406682,6.647434823617645,4.078189234869052
Deaths,Republic of Moldova,Male,35 to 39,Road injuries,Number,2014,30.38040113416284,35.44859698340064,25.665982455803235
Deaths,Republic of Moldova,Female,35 to 39,Road injuries,Number,2014,5.782078818813916,7.195892918249172,4.547933248286532
Deaths,Republic of Moldova,Male,40 to 44,Road injuries,Number,2014,26.439302338319568,30.75834353571484,22.2631648750818
Deaths,Republic of Moldova,Female,40 to 44,Road injuries,Number,2014,6.023917642988068,7.577368067791944,4.732011495698795
Deaths,Republic of Moldova,Male,45 to 49,Road injuries,Number,2014,29.45577690370865,35.241427747152336,24.813265449396365
Deaths,Republic of Moldova,Female,45 to 49,Road injuries,Number,2014,6.4513281877174515,7.949110002700333,5.079304961472854
Deaths,Republic of Moldova,Male,50 to 54,Road injuries,Number,2014,32.43168679353815,37.36890443039434,27.85942536957276
Deaths,Republic of Moldova,Female,50 to 54,Road injuries,Number,2014,7.615774640388893,9.422743861627929,6.095567613719168
Deaths,Republic of Moldova,Male,55 to 59,Road injuries,Number,2014,33.11469732411657,37.959346192091786,28.67706629985002
Deaths,Republic of Moldova,Female,55 to 59,Road injuries,Number,2014,9.237790481731095,11.399723253254928,7.536375448070394
Deaths,Republic of Moldova,Male,60 to 64,Road injuries,Number,2014,28.03282201952295,32.01608118058235,24.21823222680544
Deaths,Republic of Moldova,Female,60 to 64,Road injuries,Number,2014,9.10232328488042,11.084485846514738,7.428720995353352
Deaths,Republic of Moldova,Male,65 to 69,Road injuries,Number,2014,12.073873479553829,14.15797139753059,10.232841063395457
Deaths,Republic of Moldova,Female,65 to 69,Road injuries,Number,2014,5.532941738057746,6.800679330458088,4.3951551881837645
Deaths,Republic of Moldova,Male,70 to 74,Road injuries,Number,2014,8.97023873458191,10.865277861281287,7.317909134282839
Deaths,Republic of Moldova,Female,70 to 74,Road injuries,Number,2014,5.578948842418683,7.136052354558302,4.330468351491543
Deaths,Republic of Moldova,Male,75 to 79,Road injuries,Number,2014,7.960114297004747,9.614519338380346,6.650885637281228
Deaths,Republic of Moldova,Female,75 to 79,Road injuries,Number,2014,5.196702248399272,6.4484060021055,4.094281462065554
Deaths,Republic of Moldova,Male,80 plus,Road injuries,Number,2014,5.985449561843681,7.027101481894717,4.934495759451586
Deaths,Republic of Moldova,Female,80 plus,Road injuries,Number,2014,5.922298248772238,7.120949284121469,4.718008138028567
Deaths,Republic of Moldova,Male,All Ages,Road injuries,Number,2014,371.6778750338808,389.00062083542645,353.9952556504832
Deaths,Republic of Moldova,Female,All Ages,Road injuries,Number,2014,98.88975663991975,105.81527359419995,92.27051602396052
Deaths,Bulgaria,Male,20 to 24,Road injuries,Number,2014,57.66233355614998,65.55669092058773,49.790485669968035
Deaths,Bulgaria,Female,20 to 24,Road injuries,Number,2014,13.481743917768325,16.508938908011555,10.732690430854916
Deaths,Bulgaria,Male,25 to 29,Road injuries,Number,2014,51.15141823492459,58.76061628681458,43.644096855787495
Deaths,Bulgaria,Female,25 to 29,Road injuries,Number,2014,9.204638565916667,11.837497068291768,7.019916770383511
Deaths,Bulgaria,Male,30 to 34,Road injuries,Number,2014,45.95175466544906,55.12192018425815,38.39834273763522
Deaths,Bulgaria,Female,30 to 34,Road injuries,Number,2014,9.879554465757723,12.547129108613005,7.718948557674922
Deaths,Bulgaria,Male,35 to 39,Road injuries,Number,2014,49.03888091561107,59.0791162288047,40.559294559740884
Deaths,Bulgaria,Female,35 to 39,Road injuries,Number,2014,9.980948484757233,12.756903927874577,7.603167071235738
Deaths,Bulgaria,Male,40 to 44,Road injuries,Number,2014,41.03706591849349,49.94086274089346,33.23707423016398
Deaths,Bulgaria,Female,40 to 44,Road injuries,Number,2014,10.859544427437415,13.7160480577325,8.356183729649043
Deaths,Bulgaria,Male,45 to 49,Road injuries,Number,2014,39.51585247718928,48.2369979892541,32.20823925825438
Deaths,Bulgaria,Female,45 to 49,Road injuries,Number,2014,10.38276386328174,13.488483740461184,7.992184013565854
Deaths,Bulgaria,Male,50 to 54,Road injuries,Number,2014,43.235933389917065,52.371239817814455,35.49879216330942
Deaths,Bulgaria,Female,50 to 54,Road injuries,Number,2014,13.325140277630563,16.761400780105966,10.422705434985783
Deaths,Bulgaria,Male,55 to 59,Road injuries,Number,2014,42.04926527862433,50.32205674857869,34.372195391585095
Deaths,Bulgaria,Female,55 to 59,Road injuries,Number,2014,12.48866630387996,15.920536658245211,9.642849175145699
Deaths,Bulgaria,Male,60 to 64,Road injuries,Number,2014,39.049476824755466,46.727347570608195,31.96535825512503
Deaths,Bulgaria,Female,60 to 64,Road injuries,Number,2014,13.491197183896336,17.12459448586703,10.51998119065636
Deaths,Bulgaria,Male,65 to 69,Road injuries,Number,2014,32.008083617173526,39.143102170078045,25.655927382219186
Deaths,Bulgaria,Female,65 to 69,Road injuries,Number,2014,14.059667685805223,17.69681467551465,11.116902104131189
Deaths,Bulgaria,Male,70 to 74,Road injuries,Number,2014,22.32745842128621,27.496214619232063,18.090273456539897
Deaths,Bulgaria,Female,70 to 74,Road injuries,Number,2014,14.059329162772261,17.78430430188501,11.028573387321375
Deaths,Bulgaria,Male,75 to 79,Road injuries,Number,2014,21.444980847240167,26.746979322146032,17.18114083559316
Deaths,Bulgaria,Female,75 to 79,Road injuries,Number,2014,15.845898191559497,20.10349040414001,12.429409306291294
Deaths,Bulgaria,Male,80 plus,Road injuries,Number,2014,29.26763552926672,34.40771759443409,24.632742550939827
Deaths,Bulgaria,Female,80 plus,Road injuries,Number,2014,23.88659359998686,28.713723364055777,19.655231881113394
Deaths,Bulgaria,Male,All Ages,Road injuries,Number,2014,556.0039387734871,599.9678329958961,517.2014549498839
Deaths,Bulgaria,Female,All Ages,Road injuries,Number,2014,188.1886979462924,212.1835340991931,172.10305895761616
Deaths,Republic of Moldova,Male,20 to 24,Road injuries,Number,2013,45.22519246359596,50.94817760582427,40.04991179342797
Deaths,Republic of Moldova,Female,20 to 24,Road injuries,Number,2013,7.257505624844273,8.836293706646158,5.821376595208013
Deaths,Republic of Moldova,Male,25 to 29,Road injuries,Number,2013,46.02904297227347,52.13908951351529,40.30830271691468
Deaths,Republic of Moldova,Female,25 to 29,Road injuries,Number,2013,6.7685909498378205,8.315351794971658,5.387859552272572
Deaths,Republic of Moldova,Male,30 to 34,Road injuries,Number,2013,30.754462016275912,35.653241400032556,26.16637119170776
Deaths,Republic of Moldova,Female,30 to 34,Road injuries,Number,2013,4.869761512486858,6.13432008653845,3.779142258052552
Deaths,Republic of Moldova,Male,35 to 39,Road injuries,Number,2013,29.615404532326934,34.14973429832792,24.94495864974192
Deaths,Republic of Moldova,Female,35 to 39,Road injuries,Number,2013,5.400786879872261,6.743487773212926,4.265910648075338
Deaths,Republic of Moldova,Male,40 to 44,Road injuries,Number,2013,25.601823623441067,29.98393252853795,21.591415013436986
Deaths,Republic of Moldova,Female,40 to 44,Road injuries,Number,2013,5.846620210424412,7.2043506641899375,4.642355810619621
Deaths,Republic of Moldova,Male,45 to 49,Road injuries,Number,2013,29.424308295502158,34.83779509437914,24.687546170766005
Deaths,Republic of Moldova,Female,45 to 49,Road injuries,Number,2013,6.757943978944352,8.28318860807493,5.346604732497057
Deaths,Republic of Moldova,Male,50 to 54,Road injuries,Number,2013,33.21267470254645,38.24367929831333,28.49292740579727
Deaths,Republic of Moldova,Female,50 to 54,Road injuries,Number,2013,7.956213228088927,9.809351433150699,6.509124504357981
Deaths,Republic of Moldova,Male,55 to 59,Road injuries,Number,2013,32.31553175442232,37.139155060775856,27.93945881519482
Deaths,Republic of Moldova,Female,55 to 59,Road injuries,Number,2013,9.005404768778446,11.048284202723977,7.36313731967738
Deaths,Republic of Moldova,Male,60 to 64,Road injuries,Number,2013,26.667289727745086,30.56476260118999,23.0694033876785
Deaths,Republic of Moldova,Female,60 to 64,Road injuries,Number,2013,8.928376247259076,10.969897090010454,7.30773567242691
Deaths,Republic of Moldova,Male,65 to 69,Road injuries,Number,2013,10.535413933879013,12.337967256840571,8.99437995710198
Deaths,Republic of Moldova,Female,65 to 69,Road injuries,Number,2013,4.846035594841561,5.985887111962212,3.901481450088045
Deaths,Republic of Moldova,Male,70 to 74,Road injuries,Number,2013,9.592165205939253,11.697758285043847,7.915050322257235
Deaths,Republic of Moldova,Female,70 to 74,Road injuries,Number,2013,5.854085209842124,7.455160195657815,4.591405303830273
Deaths,Republic of Moldova,Male,75 to 79,Road injuries,Number,2013,7.601096145791221,9.164393594541004,6.3246943714242665
Deaths,Republic of Moldova,Female,75 to 79,Road injuries,Number,2013,4.956963786741414,6.160636091784276,3.9021223985322178
Deaths,Republic of Moldova,Male,80 plus,Road injuries,Number,2013,5.879888965066507,6.9763854937516685,4.845125577639431
Deaths,Republic of Moldova,Female,80 plus,Road injuries,Number,2013,5.817136614380312,7.002094408315915,4.661308627984641
Deaths,North Macedonia,Male,20 to 24,Road injuries,Number,2013,11.49959710610405,13.926507767910543,8.965513329841915
Deaths,North Macedonia,Female,20 to 24,Road injuries,Number,2013,2.5044574688556773,3.332522793747996,1.8053139300256658
Deaths,North Macedonia,Male,25 to 29,Road injuries,Number,2013,12.764766298980938,15.515087987080738,10.071449748054965
Deaths,North Macedonia,Female,25 to 29,Road injuries,Number,2013,2.344807103842022,3.0842186579499904,1.7222895995881837
Deaths,North Macedonia,Male,30 to 34,Road injuries,Number,2013,9.031671937730414,11.26703961474306,6.774497895011101
Deaths,North Macedonia,Female,30 to 34,Road injuries,Number,2013,2.028374362872121,2.6703888857847673,1.5205075992900594
Deaths,North Macedonia,Male,35 to 39,Road injuries,Number,2013,9.917216803243155,12.883579138501599,6.635032068055572
Deaths,North Macedonia,Female,35 to 39,Road injuries,Number,2013,2.090398253870868,2.7823498298503497,1.5494200505506677
Deaths,North Macedonia,Male,40 to 44,Road injuries,Number,2013,9.224500737131018,11.865125682933328,6.57037819759449
Deaths,North Macedonia,Female,40 to 44,Road injuries,Number,2013,1.7415998984794634,2.376120594851684,1.2570155648404016
Deaths,North Macedonia,Male,45 to 49,Road injuries,Number,2013,11.23011372469801,14.257736499700822,8.352711642808526
Deaths,North Macedonia,Female,45 to 49,Road injuries,Number,2013,2.050065586815503,2.7275554894691485,1.4739215730569064
Deaths,North Macedonia,Male,50 to 54,Road injuries,Number,2013,11.093913148492092,14.146234003552207,8.291040526045956
Deaths,North Macedonia,Female,50 to 54,Road injuries,Number,2013,2.131352536908841,2.745088268869238,1.6279148512436892
Deaths,North Macedonia,Male,55 to 59,Road injuries,Number,2013,11.478225547115604,14.209634431547457,8.892233051737325
Deaths,North Macedonia,Female,55 to 59,Road injuries,Number,2013,2.8816913109756466,3.8167687895614724,2.1411209123232475
Deaths,North Macedonia,Male,60 to 64,Road injuries,Number,2013,9.554603374581683,12.216760422398036,7.1757634179868575
Deaths,North Macedonia,Female,60 to 64,Road injuries,Number,2013,2.784591710919183,3.6619956725940046,2.061642926064066
Deaths,North Macedonia,Male,65 to 69,Road injuries,Number,2013,7.506957372013114,9.53115192001162,5.553320320796222
Deaths,North Macedonia,Female,65 to 69,Road injuries,Number,2013,2.8219320850743737,3.6681696837507833,2.104656054648464
Deaths,North Macedonia,Male,70 to 74,Road injuries,Number,2013,7.032377894410942,9.326255808097192,5.097903302111213
Deaths,North Macedonia,Female,70 to 74,Road injuries,Number,2013,2.592803090826468,3.5740931025187868,1.8872585913971052
Deaths,North Macedonia,Male,75 to 79,Road injuries,Number,2013,6.8897340516585714,8.87612461068266,5.213917722434847
Deaths,North Macedonia,Female,75 to 79,Road injuries,Number,2013,2.960966630454771,3.868661741354468,2.223084208853275
Deaths,North Macedonia,Male,80 plus,Road injuries,Number,2013,5.968604688000103,7.43611589017277,4.741175915169226
Deaths,North Macedonia,Female,80 plus,Road injuries,Number,2013,3.140409591683305,3.9304675133430904,2.4730300372869864
Deaths,North Macedonia,Male,All Ages,Road injuries,Number,2013,136.0065612033795,149.23540397615642,109.99277075715051
Deaths,North Macedonia,Female,All Ages,Road injuries,Number,2013,37.35161087605081,41.52509260344658,33.57775532444485
Deaths,Ukraine,Male,20 to 24,Road injuries,Number,2013,463.6923781185823,528.9563705756373,403.2731372878708
Deaths,Ukraine,Female,20 to 24,Road injuries,Number,2013,91.39774627802781,104.66444010519336,78.41084044812821
Deaths,Ukraine,Male,25 to 29,Road injuries,Number,2013,560.114592052034,636.2869546900992,490.0134981313266
Deaths,Ukraine,Female,25 to 29,Road injuries,Number,2013,101.33294415102002,117.19000110432572,87.48927102389571
Deaths,Ukraine,Male,30 to 34,Road injuries,Number,2013,518.6546418909135,586.6647611718561,457.3853272988784
Deaths,Ukraine,Female,30 to 34,Road injuries,Number,2013,99.3982217798294,113.72273703050362,86.26829361583509
Deaths,Ukraine,Male,35 to 39,Road injuries,Number,2013,458.76205785839664,527.6934258544334,397.6724008337858
Deaths,Ukraine,Female,35 to 39,Road injuries,Number,2013,102.26856192877426,117.4392947710694,88.57117889128915
Deaths,Ukraine,Male,40 to 44,Road injuries,Number,2013,395.3963732943784,452.5255836784902,345.28972003594265
Deaths,Ukraine,Female,40 to 44,Road injuries,Number,2013,93.50369727064212,108.04781532471313,80.2071997843521
Deaths,Ukraine,Male,45 to 49,Road injuries,Number,2013,357.073671255563,401.9225556285051,315.06848170210475
Deaths,Ukraine,Female,45 to 49,Road injuries,Number,2013,90.11375484000435,103.65954214042713,78.17090545611278
Deaths,Ukraine,Male,50 to 54,Road injuries,Number,2013,361.25558324834674,405.0444193112901,323.2020669152116
Deaths,Ukraine,Female,50 to 54,Road injuries,Number,2013,110.25441787536525,125.57574871167685,97.34397277717588
Deaths,Ukraine,Male,55 to 59,Road injuries,Number,2013,297.14098868877505,330.989781064638,265.82514059210325
Deaths,Ukraine,Female,55 to 59,Road injuries,Number,2013,98.43640535054605,112.25198883471221,85.83504159299684
Deaths,Ukraine,Male,60 to 64,Road injuries,Number,2013,232.4728318644813,259.2820453510632,209.46324452955756
Deaths,Ukraine,Female,60 to 64,Road injuries,Number,2013,96.81274373174655,108.95731049497086,85.02126060122453
Deaths,Ukraine,Male,65 to 69,Road injuries,Number,2013,124.0124866730781,138.1334633456597,111.20519950448197
Deaths,Ukraine,Female,65 to 69,Road injuries,Number,2013,63.78441241429629,72.2046221658636,55.904162954509594
Deaths,Ukraine,Male,70 to 74,Road injuries,Number,2013,108.47341246131147,122.64505314380287,95.83867893339202
Deaths,Ukraine,Female,70 to 74,Road injuries,Number,2013,88.85245573960991,102.04732309774789,77.24538054527297
Deaths,Ukraine,Male,75 to 79,Road injuries,Number,2013,100.19252428873382,113.5526485408492,88.09141424960362
Deaths,Ukraine,Female,75 to 79,Road injuries,Number,2013,89.79629245853778,102.49422384950658,77.71619986526541
Deaths,Ukraine,Male,80 plus,Road injuries,Number,2013,74.80656276508294,84.87195715080796,66.39671350036525
Deaths,Ukraine,Female,80 plus,Road injuries,Number,2013,83.41663952628356,95.14934689786955,72.01538940065248
Deaths,Ukraine,Male,All Ages,Road injuries,Number,2013,4330.979510542524,4603.749434752057,4140.23299048208
Deaths,Ukraine,Female,All Ages,Road injuries,Number,2013,1335.4459211809344,1397.067272331728,1279.225551449604
Deaths,Czechia,Male,20 to 24,Road injuries,Number,2013,63.58960470861148,70.71485196219673,56.22823758881025
Deaths,Czechia,Female,20 to 24,Road injuries,Number,2013,15.841217106041467,18.32959722337492,13.527665608613999
Deaths,Czechia,Male,25 to 29,Road injuries,Number,2013,50.084834461995634,56.76720299899812,43.69883110525798
Deaths,Czechia,Female,25 to 29,Road injuries,Number,2013,12.052250224644233,14.374216140670207,9.820434552017051
Deaths,Czechia,Male,30 to 34,Road injuries,Number,2013,47.50815281181315,54.57288499676432,41.26128734935489
Deaths,Czechia,Female,30 to 34,Road injuries,Number,2013,9.714890323185443,11.724108532323086,7.880145067704499
Deaths,Czechia,Male,35 to 39,Road injuries,Number,2013,54.042943004483625,61.95607276533117,46.068024189472986
Deaths,Czechia,Female,35 to 39,Road injuries,Number,2013,11.528046241371257,14.079257783148822,9.456788903311894
Deaths,Czechia,Male,40 to 44,Road injuries,Number,2013,45.13025662236446,52.02044147781704,38.3410790109741
Deaths,Czechia,Female,40 to 44,Road injuries,Number,2013,11.61821339302954,13.922831406075167,9.46817476521478
Deaths,Czechia,Male,45 to 49,Road injuries,Number,2013,45.84153870465537,53.6062347754667,38.605466841902114
Deaths,Czechia,Female,45 to 49,Road injuries,Number,2013,12.477656983210334,15.095738821231375,9.94880455372501
Deaths,Czechia,Male,50 to 54,Road injuries,Number,2013,40.11170371130888,45.96223636423684,34.710137320920495
Deaths,Czechia,Female,50 to 54,Road injuries,Number,2013,12.53384781299739,15.187941405858313,10.13656369894561
Deaths,Czechia,Male,55 to 59,Road injuries,Number,2013,43.58846134074658,50.906091359510825,37.03515501035713
Deaths,Czechia,Female,55 to 59,Road injuries,Number,2013,13.970982098435433,17.240305626732745,11.35026095053267
Deaths,Czechia,Male,60 to 64,Road injuries,Number,2013,42.273733927462054,48.90719428345297,36.262483900479914
Deaths,Czechia,Female,60 to 64,Road injuries,Number,2013,15.190507857187656,18.536331790577457,12.501957441066352
Deaths,Czechia,Male,65 to 69,Road injuries,Number,2013,38.896037222614375,45.98038344386512,32.501699781938655
Deaths,Czechia,Female,65 to 69,Road injuries,Number,2013,18.592804248983615,22.59936210699028,15.031810793002569
Deaths,Czechia,Male,70 to 74,Road injuries,Number,2013,30.847813671835254,36.709250802794415,25.73848449437078
Deaths,Czechia,Female,70 to 74,Road injuries,Number,2013,18.01832140769234,22.30866238493195,14.60109740810157
Deaths,Czechia,Male,75 to 79,Road injuries,Number,2013,28.267669805538628,33.27637055268877,23.573234564300957
Deaths,Czechia,Female,75 to 79,Road injuries,Number,2013,18.50569383524455,22.35900867915743,15.103597220199589
Deaths,Czechia,Male,80 plus,Road injuries,Number,2013,36.967929520476616,42.35770519677351,31.831205043683067
Deaths,Czechia,Female,80 plus,Road injuries,Number,2013,39.11721595041438,45.71766334187026,32.427485616993266
Deaths,Czechia,Male,All Ages,Road injuries,Number,2013,611.8554626648082,640.8562637416416,581.6808595094166
Deaths,Czechia,Female,All Ages,Road injuries,Number,2013,228.16522772610645,242.92114675882894,212.40560406699117
Deaths,Spain,Male,20 to 24,Road injuries,Number,2014,123.44799109050584,137.0161927367514,109.443464108633
Deaths,Spain,Female,20 to 24,Road injuries,Number,2014,31.275095417481708,36.02247700330984,26.805940457469912
Deaths,Spain,Male,25 to 29,Road injuries,Number,2014,116.59514290685955,130.54759813891164,102.07297715005117
Deaths,Spain,Female,25 to 29,Road injuries,Number,2014,24.20067246697261,28.61716262539806,20.569425238461747
Deaths,Spain,Male,30 to 34,Road injuries,Number,2014,129.87999744067525,146.7147167468821,113.07046260157544
Deaths,Spain,Female,30 to 34,Road injuries,Number,2014,24.109499099245316,28.863776950422476,20.34290499333904
Deaths,Spain,Male,35 to 39,Road injuries,Number,2014,142.81495141093887,163.39349721118518,123.80385448105177
Deaths,Spain,Female,35 to 39,Road injuries,Number,2014,28.183209781717633,33.69185903927602,23.647906386135574
Deaths,Spain,Male,40 to 44,Road injuries,Number,2014,164.52960955411757,186.834434533947,144.108825985615
Deaths,Spain,Female,40 to 44,Road injuries,Number,2014,31.60461126337252,36.99605803154328,26.448206443660354
Deaths,Spain,Male,45 to 49,Road injuries,Number,2014,166.55577380434679,189.75624444064385,145.82103046368425
Deaths,Spain,Female,45 to 49,Road injuries,Number,2014,34.18118790780438,40.393459644387434,28.659718069361926
Deaths,Spain,Male,50 to 54,Road injuries,Number,2014,133.97740155342248,152.6951593024594,117.74179796516374
Deaths,Spain,Female,50 to 54,Road injuries,Number,2014,37.13987175345108,43.51558626544377,31.71117891889716
Deaths,Spain,Male,55 to 59,Road injuries,Number,2014,120.2610213096163,136.37225320479052,104.75269960399525
Deaths,Spain,Female,55 to 59,Road injuries,Number,2014,36.548129270552614,43.20748610704105,30.56672813973188
Deaths,Spain,Male,60 to 64,Road injuries,Number,2014,102.1377172450769,117.26612769249253,90.26203061023027
Deaths,Spain,Female,60 to 64,Road injuries,Number,2014,34.791672659894985,40.49152065861377,29.71631461436891
Deaths,Spain,Male,65 to 69,Road injuries,Number,2014,101.13367627364791,116.0186019294556,88.26046150939922
Deaths,Spain,Female,65 to 69,Road injuries,Number,2014,45.79393045500263,53.704558666296265,38.56646379800173
Deaths,Spain,Male,70 to 74,Road injuries,Number,2014,96.38915483600836,111.52291653315721,81.65981837151868
Deaths,Spain,Female,70 to 74,Road injuries,Number,2014,48.5133239413947,58.155400705295264,39.94864918275674
Deaths,Spain,Male,75 to 79,Road injuries,Number,2014,111.25711588339728,129.10651981321,94.21789555228642
Deaths,Spain,Female,75 to 79,Road injuries,Number,2014,63.78197807063421,77.36080064920873,51.02723592969026
Deaths,Spain,Male,80 plus,Road injuries,Number,2014,220.2461651309555,248.65459547064427,188.90196277378985
Deaths,Spain,Female,80 plus,Road injuries,Number,2014,154.63145092440374,183.48351016183454,119.58691546786017
Deaths,Spain,Male,All Ages,Road injuries,Number,2014,1835.0962853007895,1915.2535028393627,1757.818060368456
Deaths,Spain,Female,All Ages,Road injuries,Number,2014,644.2472349080917,690.7498697079626,589.0728662917493
Deaths,Croatia,Male,20 to 24,Road injuries,Number,2013,32.3861891103172,35.55617694652006,29.293390030523447
Deaths,Croatia,Female,20 to 24,Road injuries,Number,2013,6.6314664496614135,7.752125412191248,5.54631296193221
Deaths,Croatia,Male,25 to 29,Road injuries,Number,2013,29.33570607048136,32.6504118420626,25.913568589504457
Deaths,Croatia,Female,25 to 29,Road injuries,Number,2013,4.9905190610061005,6.173190488449825,3.9151296221572816
